,abdt,tg,inuidur1,female,black,hispanic,othrace,dep,q1,q2,q3,q4,q5,q6,agelt35,agegt54,durable,nondurable,lusd,husd,muld
1202,10705,1,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1203,10712,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1204,10845,5,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1205,10796,0,27,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1206,10859,2,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1207,10670,1,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1208,10768,1,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1209,10642,5,10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1210,10803,4,27,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1211,10614,0,24,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1212,10782,3,23,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1213,10768,2,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1214,10425,5,21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
1215,10691,2,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1216,10537,4,27,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1217,10523,6,27,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1218,10684,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1219,10572,4,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1220,10593,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1221,10705,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1222,10537,3,27,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1223,10803,5,6,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1224,10775,4,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1225,10670,3,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1226,10796,5,27,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1227,10768,0,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1228,10859,0,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
1229,10831,4,27,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1230,10803,1,9,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0
1231,10649,6,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1232,10642,4,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1233,10831,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1234,10824,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1235,10558,1,29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1236,10642,3,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1237,10817,2,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1238,10747,4,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1239,10691,6,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1240,10600,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1241,10544,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1242,10782,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1243,10747,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1244,10726,6,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1245,10824,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1246,10551,1,27,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1247,10859,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1248,10642,5,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1249,10712,3,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1250,10789,4,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1251,10859,5,14,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1
1252,10747,2,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1253,10747,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1254,10775,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1255,10698,6,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0
1256,10775,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1257,10866,3,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1258,10579,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1259,10656,6,27,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
1260,10523,2,18,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1261,10530,6,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1262,10642,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1263,10782,5,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1264,10642,5,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1265,10796,0,27,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0
1266,10614,2,27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1267,10817,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1268,10866,5,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1269,10733,6,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1270,10719,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1271,10712,5,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1272,10600,2,27,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1273,10530,2,27,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1274,10649,3,6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
1275,10677,0,12,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0
1276,10544,1,17,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1277,10810,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1278,10698,1,12,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1279,10649,0,27,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1280,10635,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1281,10817,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0
1282,10873,1,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1283,10775,1,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0
1284,10824,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1285,10824,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1286,10607,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
1287,10726,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1288,10817,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1289,10628,2,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1290,10810,1,10,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1291,10838,1,27,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1292,10649,5,8,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0
1293,10593,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1294,10817,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1295,10754,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1296,10579,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1297,10586,2,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1298,10530,4,22,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0
1299,10600,5,25,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1300,10761,3,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1301,10558,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1302,10516,2,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1303,10789,2,24,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
1304,10705,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1305,10775,5,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1306,10551,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1307,10838,0,21,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1308,10593,0,28,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1309,10796,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1310,10649,2,14,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1311,10516,2,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1312,10544,6,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1313,10866,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1314,10628,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1315,10698,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1316,10859,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1317,10838,0,16,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1318,10880,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1319,10691,6,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1320,10551,5,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1321,10824,2,14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1322,10698,0,27,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
1323,10852,5,21,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1324,10866,4,27,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0
1325,10866,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1326,10831,2,24,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1327,10733,4,27,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1328,10712,2,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1329,10537,2,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1330,10775,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
1331,10719,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1332,10810,0,6,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1333,10873,2,15,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1
1334,10691,6,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1335,10733,0,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1336,10635,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1337,10670,5,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1338,10684,5,27,1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0
1339,10747,0,27,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1340,10691,5,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
1341,10782,2,27,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
1342,10537,6,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1343,10712,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1344,10586,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1345,10768,1,10,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1346,10684,0,10,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1
1347,10712,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1348,10558,0,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1349,10866,3,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1350,10768,5,10,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1351,10593,6,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1352,10726,6,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1353,10824,3,15,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0
1354,10614,4,9,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1355,10866,3,26,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1356,10845,4,2,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,0
1357,10572,4,8,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0
1358,10649,5,8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1359,10796,3,27,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1360,10719,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1361,10803,2,27,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1362,10537,2,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1363,10796,0,4,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0
1364,10628,4,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1365,10747,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1366,10852,4,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1367,10866,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1368,10873,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1369,10677,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1370,10803,5,26,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1371,10537,3,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1372,10579,6,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1373,10754,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1374,10810,5,25,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1375,10866,3,18,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0
1376,10691,3,7,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1377,10845,0,27,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0
1378,10621,0,9,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1379,10782,3,11,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0
1380,10733,5,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1381,10544,3,28,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1382,10516,3,15,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1383,10796,2,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1384,10537,4,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1385,10551,0,27,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1386,10565,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1387,10880,5,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1388,10880,5,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1389,10824,3,28,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0
1390,10656,5,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1391,10866,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1392,10579,0,15,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1393,10614,4,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1394,10796,1,7,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1395,10684,2,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1
1396,10859,3,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1397,10572,0,16,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
1398,10530,0,28,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1399,10852,2,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1400,10817,5,28,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1401,10796,5,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1402,10586,6,2,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0
1403,10670,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1404,10537,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1405,10859,1,8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1406,10880,2,27,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
1407,10593,4,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1408,10558,4,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1409,10831,5,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1410,10530,4,27,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1411,10635,4,27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1412,10712,2,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1413,10866,3,27,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
1414,10873,0,20,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1415,10789,2,27,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0
1416,10768,2,27,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1417,10719,2,4,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0
1418,10684,1,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1419,10691,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
1420,10551,2,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1421,10677,0,15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1422,10796,3,25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1423,10796,4,10,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1424,10614,2,8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1425,10817,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1426,10614,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1427,10537,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1428,10600,1,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1429,10649,0,20,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1430,10768,4,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1431,10740,0,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1432,10530,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1433,10866,3,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1434,10712,5,17,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0
1435,10866,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1436,10537,6,21,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1437,10649,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1438,10824,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1439,10635,6,27,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1440,10537,4,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0
1441,10831,2,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1442,10663,3,11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1443,10838,4,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1444,10803,5,7,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1445,10740,1,14,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
1446,10586,3,25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1447,10817,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1448,10558,0,27,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1449,10607,6,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1450,10824,0,32,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1451,10544,3,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1452,10642,4,11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1453,10677,4,23,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1454,10656,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1455,10663,0,27,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1456,10747,1,27,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
1457,10740,5,27,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1458,10866,1,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1459,10656,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1460,10684,2,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1461,10642,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1462,10733,6,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1463,10607,0,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1464,10852,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1465,10572,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1466,10789,0,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1467,10558,5,27,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1468,10642,6,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1469,10607,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1470,10663,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1471,10579,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1472,10698,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1473,10544,0,2,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0
1474,10649,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1475,10579,4,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1476,10705,1,27,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1477,10866,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1478,10558,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1479,10803,3,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1480,10782,3,7,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1481,10810,0,27,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1482,10866,5,24,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
1483,10684,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1484,10740,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1485,10775,4,25,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1486,10530,4,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1487,10740,2,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1488,10740,3,27,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1489,10607,6,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1490,10579,3,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1491,10642,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1492,10817,1,27,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1493,10558,2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1494,10845,4,24,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
1495,10775,4,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1496,10558,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1497,10859,5,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1498,10635,6,27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1499,10586,3,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1500,10565,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1501,10873,4,23,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1502,10572,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1503,10670,0,27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
